Peptide,A19_17_PR3 active,A19_18_PR3 active,A19_19_PR3 active,1828_PR3 active,A19_22_PR3 active,A19_26_PR3 active,A20_1_PR3 active,A20_3_PR3 active,A20_21_PR3 active,A20_22_PR3 active,A20_25_PR3 active,A20_26_PR3 active,A20_33_PR3 active,A20_45_PR3 active,A20_52_PR3 active,A20_21_PR3 active,141_PR3 active,A21_3_PR3 active,A21_10_PR3 active,96_PR3 active,3_PR3 active,A21_1_PR3 active,A21_4_PR3 active,A21_12_PR3 active,A21_13_PR3 active,A21_6_PR3 active,A21_14_PR3 active,A20_40_PR3 active,A18_13_PR3 active,A21_16_PR3 active,A21_17_PR3 active,A21_18_PR3 active,A20_59_PR3 active,A20_60_PR3 active,A20_61_PR3 active,A20_62_PR3 active,A20_64_PR3 active,1318_PR3 active,A20_65_PR3 active,1758_PR3 active,A21_7_MPA active,A21_9_MPA active,A21_15_MPA active,A20_56_MPA active,A21_2_MPA active,A21_5_MPA active,A20_66_MPA active,1808_MPA active,A19_21_MPA active,A19_24_MPA active,A20_19_MPA active,A20_18_MPA active,A20_24_MPA active,A20_32_MPA active,A20_38_MPA active,A20_39_MPA active,A20_44_MPA active,A20_49_MPA active,A20_34_MPA active,A18_21_PR3 remission,1763_PR3 remission,A20_30_PR3 remission,A20_57_PR3 remission,A20_55_PR3 remission,A20_60_PR3 remission,A20_63_PR3 remission,A20_28_PR3 remission,1286_PR3 remission,A20_67_PR3 remission,A20_68_PR3 remission,A20_69_PR3 remission,3_PR3 remission,A19_20_PR3 remission,1826_PR3 remission,A20_20_PR3 remission,A18_1_PR3 remission,A20_27_PR3 remission,A18_10_PR3 remission,1726_PR3 remission,A19_25_PR3 remission,A20_35_PR3 remission,A18_14_PR3 remission,4_PR3 remission,A18_8_PR3 remission,1868_PR3 remission,A20_41_PR3 remission,A20_42_PR3 remission,A20_43_PR3 remission,1836_PR3 remission,A18_28_PR3 remission,A20_23_PR3 remission,1334_PR3 remission,A20_51_PR3 remission,1760_PR3 remission,1823_PR3 remission,1533_MPA Remission,A21_5_MPA Remission,A21_8_MPA Remission,1803_MPA Remission,A20_4_MPA Remission,A21_21_MPA Remission,A18_31_MPA Remission,A20_18_MPA Remission,1566_MPA Remission,A20_31_MPA Remission,A20_32_MPA Remission,1827_MPA Remission,A20_50_MPA Remission,A20_54_MPA Remission,A20_19_MPA Remission,HC01_HC,HC02_HC,HC03_HC,HC04_HC,HC05_HC,HC06_HC,HC07_HC,HC08_HC,HC09_HC,HC10_HC,HC11_HC,HC14_HC,HC15_HC,HC16_HC,HC17_HC,HC18_HC,HC19_HC,HC19_8_HC,HC20_HC,HC21_HC,HC22_HC,HC23_HC,HC24_HC,HC26_HC,HC27_HC,HC28_HC,HC29_HC,HC30_HC,HC31_HC,HC32_HC,HC33_HC,HC34_HC,HC36_HC,HC37_HC,HC38_HC,HC39_HC,HC40_HC,HC41_HC,HC42_HC,HC43_HC,HC44_HC,HC45_HC,HC46_HC,HC47_HC,HC48_HC,HC49_HC,HC50_HC,HC51_HC,HC35_HC,HC52_HC
KRT6B_037 ,-11.2877121,-11.70275021,-11.70275021,-11.2877121,-12.2877121,-11.2877121,-10.96578407,-11.2877121,-12.2877121,-11.2877121,-13.2877121,-11.2877121,-11.2877121,-11.37565136,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.96578407,-10.48035717,-11.37565136,-10.96578407,-10.96578407,-11.37565136,-11.37565136,-10.96578407,-10.96578407,-11.2877121,-12.2877121,-11.70275021,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-11.70275021,-11.2877121,-11.37565136,-11.70275021,-10.96578407,-11.37565136,-10.96578407,-11.2877121,-11.37565136,-11.37565136,-10.96578407,-10.48035717,-10.70275021,-10.96578407,-10.96578407,-12.2877121,-10.96578407,-10.96578407,-13.2877121,-10.96578407,-11.37565136,-12.2877121,-11.37565136,-10.96578407,-11.37565136,-11.2877121,-12.2877121,-10.70275021,-11.2877121,-11.37565136,-11.37565136,-11.37565136,-11.37565136,-11.37565136,-13.2877121,-11.70275021,-11.2877121,-11.37565136,-10.96578407,-11.37565136,-12.2877121,-10.96578407,-11.37565136,-11.2877121,-11.37565136,-11.2877121,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-12.2877121,-11.2877121,-11.2877121,-11.37565136,-11.70275021,-11.2877121,-11.2877121,-11.2877121,-10.96578407,-11.37565136,-10.96578407,-11.2877121,-10.96578407,-11.37565136,-11.37565136,-11.37565136,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-13.2877121,-11.2877121,-11.2877121,-10.96578407,-13.2877121,-10.70275021,-11.37565136,-11.37565136,-10.96578407,-11.37565136,-11.37565136,-11.70275021,-10.96578407,-11.37565136,-11.2877121,-10.96578407,-11.2877121,-12.2877121,-11.2877121,-11.37565136,-11.37565136,-11.37565136,-12.2877121,-11.2877121,-11.37565136,-11.2877121,-11.2877121,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-11.37565136,-11.37565136,-11.2877121,-11.37565136,-11.70275021,-13.2877121,-11.37565136,-11.37565136,-10.96578407,-11.37565136,-11.70275021,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-10.96578407,-10.96578407
KRT78_039 ,-10.96578407,-10.96578407,-10.2877121,-11.70275021,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-11.70275021,-13.2877121,-10.96578407,-11.2877121,-11.2877121,-11.70275021,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-10.70275021,-10.96578407,-11.2877121,-11.2877121,-10.96578407,-10.96578407,-11.70275021,-11.2877121,-10.96578407,-11.2877121,-10.2877121,-10.96578407,-10.96578407,-12.2877121,-10.96578407,-10.96578407,-10.96578407,-10.48035717,-11.70275021,-12.2877121,-11.70275021,-10.70275021,-10.70275021,-11.2877121,-11.2877121,-10.96578407,-10.96578407,-13.2877121,-10.70275021,-13.2877121,-13.2877121,-11.70275021,-10.96578407,-11.2877121,-11.2877121,-10.70275021,-10.48035717,-10.70275021,-10.70275021,-11.2877121,-10.70275021,-10.70275021,-10.48035717,-10.70275021,-10.70275021,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-11.2877121,-11.2877121,-10.48035717,-11.2877121,-10.70275021,-11.70275021,-10.96578407,-11.2877121,-10.70275021,-10.70275021,-10.48035717,-11.2877121,-11.2877121,-10.96578407,-11.2877121,-11.2877121,-10.70275021,-10.96578407,-10.48035717,-10.96578407,-10.96578407,-11.2877121,-10.96578407,-10.96578407,-10.70275021,-10.96578407,-10.48035717,-11.70275021,-10.96578407,-10.70275021,-11.70275021,-9.287712097,-10.96578407,-10.96578407,-9.48035717,-10.96578407,-10.96578407,-10.96578407,-10.96578407,-10.96578407,-12.2877121,-10.70275021,-11.2877121,-10.11778736,-11.2877121,-10.96578407,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-11.2877121,-12.2877121,-10.70275021,-10.96578407,-11.2877121,-10.96578407,-11.70275021,-11.2877121,-10.96578407,-11.15224838,-11.2877121,-10.96578407,-11.70275021,-11.2877121,-11.2877121,-11.2877121,-11.15224838,-10.96578407,-11.70275021,-10.96578407,-10.70275021,-10.96578407,-11.2877121,-12.2877121,-11.70275021,-10.96578407,-10.70275021,-11.2877121,-10.96578407,-11.2877121,-11.70275021,-11.70275021,-11.70275021,-10.70275021,-10.96578407
LRG1_045 ,0.410666794,0.618896365,0.201131999,-0.672312617,0.589571714,0.280124933,0.220701426,0.935384333,-0.584025025,-0.857521117,-1.139871478,-0.483783126,-0.245882168,0.109828584,0.361319214,-0.942584455,-1.955675721,0.856786549,0.354564965,0.547252417,-1.14432919,0.436801493,0.005471901,-2.411195517,-0.380633891,-0.968604863,-1.048710704,-0.382325381,-1.306501865,0.015354816,-0.012460831,0.309758335,-0.534286618,-1.135110617,-0.03002993,-1.409661531,0.193708673,-0.212400392,0.416515499,0.254835874,-0.97086513,-0.006506738,-0.176250651,-1.704159498,-0.057391625,-0.24297671,0.335711867,0.181929454,-1.014499545,-1.415037513,-0.65018183,-0.600774229,-0.130681321,0.029982906,-1.121549249,-0.462952495,-0.740335882,-0.486004055,-2.275087833,-1.745647788,-1.314373732,-0.358638912,-1.416962385,-1.372953534,-0.853605509,-1.151682496,-0.860399485,-1.129418254,-1.505123615,-1.541198015,-2.014499664,-0.659494758,-0.996541619,-1.461561203,-2.088653564,-2.376320362,-1.269860029,-2.088040113,-1.55681777,-1.350706458,-1.16068542,-1.461958528,-0.290709376,-1.093571067,-0.914303362,-0.663373888,-1.664288163,-0.201742098,-0.498382539,-1.711700559,-1.14432919,-2.010425091,-1.076736689,-2.545403004,-1.3681041,-1.518701077,-1.217591405,-1.353284359,-0.451662064,-1.053793192,-1.397448182,-12.2877121,-0.130049646,-1.606474042,-1.577767015,-0.773491502,-1.320846438,-1.115910053,-2.249479294,-0.139235809,-1.591614127,-1.802889466,-1.425462484,-0.842180192,-1.745647788,-2.566613197,-1.443398833,-1.800877333,-1.940091014,-2.353284359,-1.970299721,-1.88843441,-1.577767015,-3.715959787,-1.718806267,-2.485196114,-1.990222812,-1.710283637,-2.657445192,-1.41657722,-1.877791166,-2.187050104,-2.040378094,-1.179514647,-1.629500985,-1.437134743,-1.797362924,-2.146882772,-1.463549137,-1.061300159,-1.894321918,-2.196938276,-2.068543911,-1.482371569,-2.659266949,-1.904548049,-2.494922161,-2.161007881,-2.294774055,-2.319045544,-2.100360394,-2.187707186,-1.839079738,-2.374074936,-1.202903986,-2.01566577,-2.802889585,-2.334243298,-2.635763884,-2.317606449
MCAM_048 ,-4.67300272,-4.882570744,-4.327710629,-5.06371069,-4.69525528,-4.429731369,-4.414268017,-4.748553753,-4.354021549,-4.783886433,-4.426625252,-3.981650829,-4.597714424,-4.173970222,-4.795859337,-4.733123779,-4.075824261,-5.546245098,-4.832385063,-4.210896969,-4.257045269,-4.640254021,-4.58035326,-4.210896969,-5.216249943,-3.941198587,-4.72165823,-4.629500866,-4.402016163,-5.405069351,-4.316168785,-4.799872398,-4.633076191,-4.861447811,-3.98850441,-5.06371069,-5.132894039,-4.356975079,-4.327710629,-4.374823093,-3.876201391,-4.127840996,-4.756330967,-4.573466778,-4.102837086,-4.202904224,-4.861447811,-4.52948904,-4.044538498,-4.371832848,-3.85935235,-4.066125393,-4.625934124,-5.122805595,-4.408129215,-4.166178703,-3.880444527,-3.602963686,-4.622376442,-3.917024851,-4.023269653,-3.351074457,-3.63486743,-3.921390057,-4.371832848,-3.532824755,-3.391380072,-3.514573097,-3.816037178,-4.420433521,-3.76023531,-4.130365372,-3.746615648,-4.085588455,-4.740818024,-4.120294094,-3.397448063,-3.807932138,-3.544560909,-3.571750402,-3.848920584,-3.712172985,-4.01624918,-3.673002481,-3.77595973,-3.590744972,-4.054092884,-4.102837086,-3.601211786,-3.631287575,-3.674843788,-4.268121719,-4.268121719,-4.042159557,-4.279283524,-3.547931671,-3.28349185,-4.197599888,-4.00462389,-4.457989693,-4.194955349,-3.97256279,-3.275087833,-3.719756126,-3.98393178,-3.710283518,-4.054092884,-3.795859337,-3.901849985,-4.143054008,-4.368849277,-3.3673594,-3.731206417,-4.307572842,-3.906169415,-3.779917717,-3.938984156,-4.11278677,-3.936773062,-4.168771267,-4.066125393,-4.748553753,-4.01624918,-4.483581543,-4.056491375,-4.687799454,-4.044538498,-4.240588665,-4.25428915,-4.218934059,-4.496549606,-4.432844162,-4.339344978,-4.445362091,-4.130365372,-4.137965202,-4.075824261,-4.107803345,-4.386845589,-3.624154329,-4.386845589,-3.620600939,-3.855170488,-4.06371069,-4.461163998,-4.587272644,-4.339344978,-4.035047054,-4.799872398,-4.8079319,-4.503077507,-4.307572842,-4.158429146,-4.908333778,-3.803896666,-4.018585682,-4.865647793,-4.29902792,-4.321928024,-4.844769001
MRC1_072 ,-9.117787361,-10.11778736,-9.287712097,-9.587272644,-8.702750206,-8.429731369,-8.965784073,-7.828280926,-11.2877121,-9.828280449,-9.380822182,-8.039784431,-9.200249672,-9.702750206,-8.117787361,-9.828280449,-9.117787361,-7.733123779,-8.895395279,-9.702750206,-9.702750206,-9.828280449,-9.587272644,-9.48035717,-9.828280449,-9.200249672,-9.200249672,-9.965784073,-9.587272644,-8.828280449,-8.078259468,-8.48035717,-8.287712097,-9.117787361,-7.930160522,-9.587272644,-9.965784073,-8.333516121,-8.429731369,-8.380822182,-9.828280449,-8.078259468,-8.895395279,-9.587272644,-9.828280449,-9.702750206,-9.48035717,-8.117787361,-9.965784073,-8.828280449,-9.200249672,-8.532824516,-9.200249672,-8.828280449,-9.200249672,-9.200249672,-8.702750206,-9.965784073,-9.380822182,-9.702750206,-10.48035717,-10.11778736,-11.2877121,-11.2877121,-9.287712097,-10.48035717,-9.965784073,-10.11778736,-9.965784073,-9.587272644,-10.2877121,-9.039784431,-9.48035717,-10.70275021,-9.200249672,-9.702750206,-8.702750206,-9.48035717,-9.200249672,-10.11778736,-10.2877121,-9.587272644,-9.702750206,-8.965784073,-9.117787361,-10.96578407,-10.96578407,-12.2877121,-9.48035717,-10.11778736,-10.11778736,-9.380822182,-9.48035717,-10.48035717,-9.48035717,-9.965784073,-9.380822182,-10.70275021,-9.702750206,-10.96578407,-9.702750206,-9.48035717,-8.287712097,-9.828280449,-10.2877121,-9.702750206,-10.70275021,-9.828280449,-10.11778736,-9.039784431,-10.11778736,-10.96578407,-9.965784073,-11.2877121,-9.650979996,-9.828280449,-9.48035717,-9.965784073,-9.587272644,-9.828280449,-9.828280449,-10.11778736,-9.48035717,-10.48035717,-8.287712097,-9.828280449,-11.2877121,-9.702750206,-10.48035717,-9.965784073,-10.2877121,-9.965784073,-10.48035717,-9.965784073,-10.11778736,-9.587272644,-10.11778736,-10.2877121,-9.828280449,-9.380822182,-10.11778736,-9.702750206,-9.702750206,-9.702750206,-10.2877121,-9.587272644,-9.48035717,-10.11778736,-9.965784073,-9.828280449,-10.48035717,-9.587272644,-9.702750206,-10.2877121,-9.702750206,-9.965784073,-10.11778736,-10.48035717,-9.828280449,-10.11778736
PKM_092 ,-7.45482254,-8.117787361,-7.930160522,-10.70275021,-8.48035717,-8.117787361,-9.380822182,-7.895394802,-9.48035717,-9.828280449,-8.429731369,-8.895395279,-9.380822182,-9.702750206,-7.333516121,-9.828280449,-10.48035717,-8.702750206,-7.930160522,-8.828280449,-9.039784431,-9.828280449,-8.965784073,-9.48035717,-9.287712097,-9.117787361,-9.287712097,-9.702750206,-8.333516121,-7.45482254,-7.097887993,-9.48035717,-8.287712097,-8.243318558,-9.380822182,-9.48035717,-9.587272644,-9.117787361,-7.429731369,-8.76415062,-9.828280449,-7.429731369,-8.895395279,-8.587272644,-9.48035717,-10.11778736,-9.48035717,-8.333516121,-9.48035717,-9.828280449,-9.702750206,-9.828280449,-8.965784073,-8.643856049,-9.828280449,-9.965784073,-9.48035717,-9.587272644,-9.587272644,-9.200249672,-9.965784073,-9.380822182,-9.287712097,-9.965784073,-8.643856049,-9.828280449,-9.828280449,-9.702750206,-9.828280449,-9.587272644,-10.48035717,-10.11778736,-9.117787361,-9.587272644,-10.11778736,-10.2877121,-8.039784431,-9.587272644,-9.48035717,-9.587272644,-9.702750206,-9.587272644,-9.587272644,-9.380822182,-9.200249672,-8.895395279,-9.587272644,-9.380822182,-9.48035717,-8.429731369,-7.45482254,-9.587272644,-10.2877121,-8.158429146,-7.532824993,-10.2877121,-8.429731369,-9.117787361,-9.48035717,-9.380822182,-10.2877121,-8.76415062,-9.380822182,-9.965784073,-10.11778736,-8.965784073,-10.2877121,-9.48035717,-9.828280449,-8.587272644,-9.380822182,-9.117787361,-7.643856049,-9.828280449,-9.587272644,-9.702750206,-9.828280449,-9.965784073,-9.702750206,-8.643856049,-9.48035717,-9.828280449,-10.2877121,-9.308667183,-8.895395279,-9.587272644,-10.11778736,-9.287712097,-10.11778736,-9.039784431,-9.287712097,-9.828280449,-9.965784073,-9.965784073,-9.587272644,-9.828280449,-9.587272644,-9.039784431,-9.587272644,-9.287712097,-9.965784073,-9.287712097,-9.702750206,-9.965784073,-9.702750206,-7.559792042,-9.380822182,-9.48035717,-9.965784073,-10.2877121,-8.965784073,-9.587272644,-9.702750206,-10.2877121,-8.965784073,-9.828280449,-9.828280449,-9.200249672,-9.039784431,-9.828280449
PLTP_118 ,-4.53951931,-5.097887993,-4.665660381,-5.993091583,-4.643856049,-4.658355713,-4.904007912,-3.925768614,-5.287712574,-5.532824993,-4.684085846,-4.542878628,-4.795859337,-4.483581543,-5.044538498,-5.405069351,-4.970299721,-4.844769001,-4.997693539,-4.921390057,-5.143054008,-4.622376442,-4.69525528,-4.921390057,-5.058893681,-5.107803345,-5.083141327,-5.107803345,-5.01624918,-4.756330967,-4.725470066,-4.243318081,-4.67300272,-5.06371069,-4.257045269,-5.740818024,-4.848920345,-4.181803703,-4.891107559,-4.601212025,-4.52948904,-4.483581543,-4.576905727,-4.993091583,-4.783886433,-4.570035934,-4.891107559,-4.392894745,-5.117787361,-4.848920345,-4.25428915,-5.168771267,-4.930160522,-5.189680099,-5.29902792,-4.943416595,-4.039784908,-4.636660576,-5.158429146,-5.132894039,-5.049307823,-4.273692131,-4.316168785,-4.934565544,-5.107803345,-4.651087761,-4.76023531,-4.117787361,-4.779917717,-5.179187775,-4.8079319,-5.049307823,-4.158429146,-4.549620152,-5.088039875,-4.67300272,-4.248793602,-4.608232021,-4.748553753,-4.676687717,-4.943416595,-4.587272644,-4.615286827,-4.432844162,-4.145605564,-4.237864017,-4.874084473,-4.608232021,-4.684085846,-4.604717731,-4.171368599,-4.633076191,-4.89969492,-5.002310276,-4.925768375,-4.811978817,-4.284897327,-4.336427689,-4.665660381,-5.039784908,-5.356975079,-4.956795216,-5.601212025,-5.117787361,-4.828280926,-4.45482254,-4.706511974,-4.549620152,-4.570035934,-4.402016163,-5.25428915,-5.107803345,-4.67300272,-5.179187775,-4.36289978,-4.752437115,-4.687799454,-5.665660381,-4.861447811,-4.832385063,-5.173970222,-6.020925999,-4.844769001,-5.078258991,-4.772012711,-4.904007912,-4.633076191,-5.073393345,-5.083141327,-4.85725975,-5.137965202,-5.102837086,-5.787866592,-5.158429146,-4.333516121,-4.965784073,-4.729291439,-5.078258991,-4.816037178,-4.772012711,-5.097887993,-3.89324975,-5.148160934,-5.137965202,-4.943416595,-4.799872398,-5.321928024,-4.583808899,-5.189680099,-5.480357647,-4.470728874,-5.002310276,-4.98850441,-5.779917717,-4.744680405,-4.791857243,-5.448508739,-4.965784073,-5.26534462,-5.710283756
PROZ_128 ,-3.310432434,-2.374074936,-1.389111042,-4.013916969,-3.582080126,-2.216249943,-2.694321394,-2.584673882,-2.099123478,-2.855170488,-2.618827343,-3.450084448,-2.311148167,-2.198924065,-1.877261043,-1.989649773,-2.59858799,-2.777937412,-2.61617136,-7.615286827,-1.348133206,-2.246053219,-1.863021255,-3.83650136,-3.676687717,-2.449296236,-2.299027681,-2.051100254,-2.542878628,-2.155855417,-2.349603176,-3.395928621,-1.373327255,-2.325539351,-1.877791166,-2.921390057,-2.376320362,-4.257045269,-2.154570103,-6.76415062,-3.486812592,-2.027969122,-3.429731369,-1.904548049,-3.349603176,-3.606473923,-2.368104219,-2.507172585,-2.198924065,-2.084976435,-1.490456223,-3.018585682,-1.834956408,-2.188364506,-1.439480662,-2.942307234,-3.950090408,-2.223643303,-1.655625939,-4.414268017,-2.488430738,-2.817053556,-1.153607011,-2.162298918,-2.254977942,-3.496549368,-5.512925148,-2,-2.213570833,-1.741300106,-2.866699457,-0.998557985,-1.209895253,-2.075824022,-1.458386064,-1.244343281,-3.068543911,-1.595968843,-1.742748022,-2.562345982,-1.767093658,-2.033274174,-2.380070448,-1.774971962,-3.2961905,-1.514985442,-2.305431843,-2.563198566,-2.088040113,-3.2961905,-0.958196342,-1.697125316,-2.075216055,-6.221623421,-1.72737956,-1.918660402,-2.921390057,-1.520769358,-1.831358075,-2.290532827,-1.774478316,-2.240588427,-3.049307585,-5.861447811,-2.115910053,-1.915935755,-1.719281197,-1.92741394,-3.056491137,-2.061300278,-3.624154329,-3.306145191,-4.006941795,-2.886832952,-3.276484966,-2.936773062,-1.98165071,-2.683159113,-2.069754601,-3.062505007,-2.808942795,-2.98850441,-4.321928024,-3.135427475,-1.782893419,-2.53199029,-4.29902792,-2.823166609,-3.077040911,-2.476337671,-2.097887754,-3.145605326,-3.402015924,-3.26534462,-1.749038339,-4.282087803,-1.954557061,-2.607352734,-2.763170719,-2.162298918,-2.16036272,-1.783390045,-3.304718733,-2.177881718,-2.340075493,-4.163590908,-2.642954826,-3.209561586,-1.815021515,-2.408129215,-1.742748022,-3.003466606,-2.259115458,-2.337156534,-3.90400815,-2.560642958,-5.566613197,-4.53951931,-2.300448418,-2.969169617
TIMP1_062 ,0.364124089,-0.371086508,-0.813499451,-0.863808632,-0.10920313,0.521754384,0.086783819,1.523361206,-0.730488062,-1.249822259,-0.879913568,0.415434122,-0.405833632,1.128755331,0.188147679,-1.301514745,-1.100669622,1.308593869,-0.355128556,-0.233277604,-1.325177789,0.336740404,0.494671643,-2.042753935,-0.887900352,-0.837790012,-0.856998503,-0.642053962,-0.999711454,-0.91702491,-0.119980656,0.177471399,0.027154127,-0.918933034,-0.302581966,-0.898081064,-0.878056288,-0.292475194,0.101918943,0.050606124,-1.050203681,-0.514985383,-0.502055585,-1.075216055,-0.640703797,-0.469529718,-0.226678759,1.12512207,-2.418118477,-0.175598726,-0.478748232,0.483570784,-1.165531516,0.490570098,-0.74492228,-0.591831625,-0.535331726,-0.021365032,-0.814513981,-1.789860487,-1.486812472,-0.207894251,-1.258770347,-1.491267204,-1.929610729,-1.109047532,-0.97029978,-1.557666779,-1.294774055,-1.242294073,-1.274738669,-1.352915764,-1.134793878,-2.186393261,-2.326262712,-2.139871597,-0.504304886,-1.351074457,-1.512925267,-1.12878716,-1.318685651,-1.344831347,-1.257390141,-1.043943286,-1.082835674,-1.111850977,-1.263265252,-0.861447573,-0.174132943,-1.019755244,-0.658583522,-0.955396116,-1.7316854,-1.866699576,-1.255322218,-1.691988587,-0.617277443,-1.560642838,-1.345564485,-1.342268586,-1.181476593,-1.29406631,0.115033172,-1.453636408,-1.663830876,-1.068846464,-1.290180087,-1.125321031,-2.130365372,-0.40678966,-2.088653564,-1.463549137,-2.11278677,-2.920297623,-1.418118596,-2.423526287,-1.821635842,-1.645209312,-1.188693404,-2.386091232,-2.234465122,-2.839596033,-1.809448361,-2.231752157,-1.962406993,-2.776948214,-2.374823093,-2.203568459,-2.337885618,-2.04453826,-1.968040228,-1.301159143,-1.308287144,-1.129102707,-1.445755005,-1.595096827,-1.499401808,-1.55681777,-0.90131104,-0.66955632,-2.124691725,-0.917842507,-1.724992871,-1.510868192,-1.782893419,-1.908875704,-1.698997736,-1.556393385,-2.672082663,-2.396688223,-1.924672842,-1.486408114,-1.804904461,-2.482774734,-1.123119593,-2.322649717,-1.393652558,-2.54371953,-2.305431843,-2.349603176
TNC_064 ,-9.587272644,-8.76415062,-8.702750206,-9.702750206,-9.287712097,-8.158429146,-9.587272644,-7.26534462,-9.587272644,-10.70275021,-9.200249672,-8.965784073,-9.587272644,-8.895395279,-7.643856049,-9.587272644,-9.965784073,-7.895394802,-8.532824516,-8.965784073,-9.287712097,-8.965784073,-8.429731369,-9.965784073,-8.380822182,-9.287712097,-8.965784073,-8.643856049,-9.828280449,-9.117787361,-8.48035717,-8.333516121,-8.643856049,-8.895395279,-7.76415062,-9.380822182,-9.287712097,-8.895395279,-8.429731369,-8.117787361,-9.828280449,-8.828280449,-9.380822182,-9.965784073,-9.48035717,-9.117787361,-8.895395279,-8.828280449,-9.587272644,-9.039784431,-9.117787361,-9.287712097,-8.828280449,-8.643856049,-9.039784431,-9.702750206,-9.587272644,-9.200249672,-9.287712097,-9.965784073,-9.828280449,-9.48035717,-10.2877121,-9.828280449,-9.48035717,-9.965784073,-9.702750206,-9.828280449,-9.702750206,-9.702750206,-10.48035717,-9.48035717,-9.48035717,-10.2877121,-9.380822182,-9.965784073,-9.828280449,-9.380822182,-9.828280449,-9.702750206,-10.48035717,-10.11778736,-10.11778736,-9.702750206,-9.200249672,-9.587272644,-10.2877121,-9.965784073,-9.587272644,-10.2877121,-10.11778736,-10.48035717,-10.70275021,-10.70275021,-9.965784073,-9.965784073,-9.287712097,-9.702750206,-10.11778736,-9.828280449,-9.039784431,-9.587272644,-9.702750206,-9.965784073,-10.48035717,-9.287712097,-10.2877121,-9.587272644,-9.828280449,-8.587272644,-10.11778736,-9.702750206,-9.702750206,-9.965784073,-9.828280449,-9.828280449,-9.965784073,-10.2877121,-10.2877121,-9.828280449,-9.965784073,-9.965784073,-9.380822182,-10.11778736,-10.11778736,-9.702750206,-9.965784073,-9.828280449,-10.48035717,-9.828280449,-10.11778736,-10.2877121,-10.2877121,-10.48035717,-10.2877121,-10.2877121,-9.965784073,-10.70275021,-9.965784073,-9.587272644,-10.48035717,-9.965784073,-10.48035717,-9.965784073,-10.70275021,-10.11778736,-10.70275021,-10.48035717,-10.2877121,-10.11778736,-10.70275021,-10.11778736,-10.70275021,-10.70275021,-10.2877121,-10.2877121,-10.70275021,-10.48035717,-10.2877121,-10.96578407
TNXB_101 ,-9.200249672,-9.200249672,-8.76415062,-9.48035717,-9.828280449,-8.828280449,-9.287712097,-9.039784431,-8.965784073,-9.587272644,-8.965784073,-9.117787361,-9.702750206,-10.48035717,-8.965784073,-9.039784431,-9.587272644,-9.287712097,-8.702750206,-9.200249672,-9.380822182,-9.380822182,-9.039784431,-9.200249672,-8.965784073,-8.828280449,-8.828280449,-8.828280449,-9.380822182,-9.039784431,-8.828280449,-9.702750206,-8.702750206,-8.965784073,-8.643856049,-9.117787361,-9.039784431,-9.200249672,-8.702750206,-9.039784431,-9.039784431,-8.965784073,-8.965784073,-9.117787361,-9.587272644,-9.287712097,-9.117787361,-8.895395279,-9.039784431,-9.200249672,-8.965784073,-9.587272644,-8.895395279,-8.76415062,-8.532824516,-9.039784431,-9.287712097,-8.380822182,-9.039784431,-8.702750206,-9.117787361,-8.532824516,-8.895395279,-8.76415062,-8.895395279,-8.48035717,-8.828280449,-8.243318558,-8.078259468,-9.117787361,-9.039784431,-9.287712097,-8.828280449,-8.965784073,-8.828280449,-8.702750206,-9.039784431,-8.76415062,-8.828280449,-8.895395279,-9.200249672,-8.380822182,-8.643856049,-8.828280449,-8.380822182,-8.287712097,-9.117787361,-8.895395279,-9.200249672,-8.643856049,-8.702750206,-9.287712097,-8.965784073,-9.117787361,-8.587272644,-8.643856049,-8.828280449,-8.702750206,-8.429731369,-8.702750206,-8.643856049,-8.828280449,-9.117787361,-8.702750206,-8.965784073,-8.429731369,-8.895395279,-9.039784431,-8.643856049,-9.287712097,-8.532824516,-8.243318558,-8.243318558,-8.380822182,-8.429731369,-8.643856049,-8.532824516,-8.895395279,-8.587272644,-8.895395279,-8.828280449,-9.039784431,-8.078259468,-8.48035717,-8.532824516,-8.380822182,-8.895395279,-8.828280449,-8.587272644,-8.587272644,-8.532824516,-8.76415062,-8.587272644,-8.895395279,-8.643856049,-8.243318558,-8.333516121,-8.702750206,-8.76415062,-8.76415062,-8.039784431,-8.333516121,-8.643856049,-8.48035717,-9.039784431,-8.895395279,-8.895395279,-8.532824516,-8.895395279,-8.333516121,-8.643856049,-7.643856049,-9.039784431,-9.117787361,-8.965784073,-8.532824516,-9.287712097,-8.48035717,-8.643856049,-8.828280449